name,gender,street,city,state,county,email,phone,age,birthday,national_id,blood_type,disease
Patricia,female,2854 Hilltop Street,Springfield,Massachusetts,United States,PatriciaAMullinax@cuvox.de,413-618-2396,62,5/25/1957,033-80-4905,A+,Middle East respiratory syndrome coronavirus (MERS‐CoV)
Bessie,female,1688 Coventry Court,Baton Rouge,Louisiana,United States,BessieLCameron@rhyta.com,225-907-1286,70,10/25/1949,660-01-5903,A-,Retinopathy of Prematurity
Mathew,male,20 Winchester Rd,MERTHYR TYDFIL,,United Kingdom,MathewERick@rhyta.com,070 0037 5598,83,5/30/1936,SS 55 36 16 D,A-,Pseudostrabismus
Thelma,female,10 Graham Road,CHELVEY,,United Kingdom,ThelmaCLenox@gustr.com,079 3843 4538,39,3/15/1980,YH 43 90 30 A,A+,Diabetes Mellitus
Patrick,male,60 Old Edinburgh Road,BEESANDS,,United Kingdom,PatrickDSchultz@armyspy.com,079 7632 9265,27,1/18/1993,ET 27 72 38 C,AB+,Welding-arc Maculopathy
Larry,male,1885 Marietta Street,Cordelia,California,United States,LarryBMerritt@rhyta.com,707-646-6553,52,12/29/1967,565-88-4155,O+,Chickenpox
William,male,4940 Hall Place,Paris,Texas,United States,WilliamSBell@dayrep.com,903-782-2980,64,4/29/1955,467-55-5867,B+,Bad Breath (Halitosis)
Kelly,female,52 Simone Weil Avenue,WAUN FAWR,,United Kingdom,KellyJWilliam@einrot.com,070 2820 7691,63,10/21/1956,NA 83 98 94,A+,Burns
Daniel,male,3001 Steele Street,Elmhurst,Illinois,United States,DanielLDavis@armyspy.com,630-688-3699,32,8/26/1987,361-05-7636,O+,Silicosis
Travis,male,59 Malcolm Rd,LLANEGRYN,,United Kingdom,TravisBKistner@einrot.com,078 8252 4230,41,8/20/1978,KE 51 66 48 D,B+,Mouth Breathing
Eric,male,92 North Promenade,DOVASTON,,United Kingdom,EricJSchroeder@jourrapide.com,077 2736 9739,22,6/24/1997,NH 34 23 97 A,O+,Early pregnancy loss
Josie,female,3603 Raver Croft Drive,Chattanooga,Tennessee,United States,JosieRBolling@jourrapide.com,423-665-5915,23,7/31/1996,758-01-8341,O+,Endometriosis
Sandra,female,95 Fraserburgh Rd,LIMPSFIELD,,United Kingdom,SandraKLessard@jourrapide.com,077 3491 7035,35,9/30/1984,SN 71 88 09,AB+,Chronic obstructive pulmonary disease (COPD)
Timothy,male,511 Tipple Road,Philadelphia,Pennsylvania,United States,TimothyVCox@fleckens.hu,215-754-5735,19,5/10/2000,176-14-6224,AB+,Alopecia (hair loss)
Barry,male,57 West Lane,DAMSIDE,,United Kingdom,BarryCCarter@fleckens.hu,079 4674 9088,69,2/12/1951,OG 82 03 56 A,A+,Congenital anomalies (birth defects)
Christine,female,1597 Poplar Street,Chicago,Illinois,United States,ChristineGCarter@einrot.com,708-797-3255,22,10/30/1997,320-22-7846,A+,Bronchitis
Amy,female,1370 Wilson Avenue,Irving,Texas,United States,AmyMLorentz@cuvox.de,972-518-8303,35,2/28/1984,460-58-2860,A+,Digit-Sucking (Thumb/ Finger-Sucking)
Steven,male,13 Leicester Road,AULTANRYNIE,,United Kingdom,StevenCHill@einrot.com,079 0627 7808,44,3/25/1975,SP 23 06 40 B,B+,Eyelid Varix
Cleveland,male,3511 Center Avenue,Fresno,California,United States,ClevelandJNoel@superrito.com,559-353-1386,81,7/3/1938,549-23-0223,O+,Cleft Lip
John,male,4533 Prospect Street,Camden,New Jersey,United States,JohnRBrewer@jourrapide.com,856-576-0010,63,12/30/1956,148-11-3041,O+,Abdominal Pain
Brent,male,2495 Mount Tabor,West Nyack,New York,United States,BrentABush@einrot.com,914-584-3444,20,10/10/1999,082-09-2935,O+,Alcohol Abuse
Tim,male,23 High Street,ASHMANSWORTH,,United Kingdom,TimTLewis@superrito.com,078 2926 9737,31,2/10/1989,OS 90 08 06 B,A+,Sub-conjunctival Haemorrhage
Samuel,male,93 Fordham Rd,HALLING,,United Kingdom,SamuelPWinters@rhyta.com,077 4667 4044,70,1/1/1950,NZ 58 43 06 C,B+,Atherosclerosis
Kenneth,male,47 Wressle Road,PLOWDEN,,United Kingdom,KennethLThompson@fleckens.hu,077 6784 6977,36,1/15/1984,KG 39 43 49 C,AB+,Conjunctivochalasis
Dorthy,female,44 Canterbury Road,VALLEYFIELD,,United Kingdom,DorthySHirsh@dayrep.com,078 3979 1057,26,4/27/1993,OS 12 04 78,B+,Varicose Veins
Kelli,female,3554 Cambridge Drive,Phoenix,Arizona,United States,KelliJStrong@rhyta.com,623-451-1618,38,12/15/1981,601-46-8494,AB+,Leptospirosis
Luis,male,81 Union Terrace,LOCHUISGE,,United Kingdom,LuisNJoplin@armyspy.com,079 5105 3108,27,3/13/1992,KZ 77 08 70,B+,Lid Imbrication Syndrome
Kenneth,male,4332 Brannon Avenue,Jacksonville,Florida,United States,KennethLCharlton@einrot.com,904-883-1535,26,8/3/1993,263-95-5404,A-,Corneal Abrasion
Teresa,female,68 Stamford Road,ARDALLIE,,United Kingdom,TeresaDCruz@einrot.com,070 7087 4579,33,2/1/1987,RS 25 32 36 A,B+,Obesity
Edith,female,61 Trehafod Road,BUCKNELL,,United Kingdom,EdithGWheatley@superrito.com,070 3349 9263,21,1/28/1999,NL 37 54 39,A+,Commotio Retinae
Robert,male,99 Whitchurch Road,EMMER GREEN,,United Kingdom,RobertSMenchaca@fleckens.hu,079 5706 7526,45,8/3/1974,LM 22 68 43,A+,Heat waves
Anthony,male,3114 Stonepot Road,Neshanic,New Jersey,United States,AnthonyMFerguson@jourrapide.com,908-369-8232,78,6/23/1941,157-15-1744,B+,Retinopathy of Prematurity
Patrick,male,89 Sandyhill Rd,FUGGLESTONE ST PETER,,United Kingdom,PatrickCThomas@jourrapide.com,077 6804 4461,85,3/13/1934,BB 92 86 84 C,B+,Cleft Palate
Stephen,male,1580 Granville Lane,Bernardsville,New Jersey,United States,StephenCHutchins@superrito.com,973-425-5566,26,10/11/1993,137-38-7487,A+,Acquired Immuno Deficiency Syndrome
Tammie,female,245 Fowler Avenue,Atlanta,Georgia,United States,TammieRBrett@jourrapide.com,770-308-9463,77,4/8/1942,258-67-5402,A+,Aniseikonia
Max,male,88 Neville Street,HYDE,,United Kingdom,MaxVTeixeira@gustr.com,070 1265 1971,49,12/30/1970,EY 71 23 60 C,O+,Raynaud's Phenomenon
Irene,female,2875 Aaron Smith Drive,Columbia,Pennsylvania,United States,IreneWChambers@armyspy.com,717-684-4659,64,11/16/1955,159-44-3502,AB+,Fibroids
Omer,male,4959 Ash Avenue,Saint Louis,Missouri,United States,OmerSRussell@fleckens.hu,314-792-3438,72,3/2/1947,500-86-4711,O+,Thalassaemia
Julie,female,3857 Heron Way,Portland,Oregon,United States,JulieWHicks@cuvox.de,503-818-8282,24,7/17/1995,542-68-5258,B+,Diphtheria
John,male,90 Neville Street,INCHINNAN,,United Kingdom,JohnGLoya@dayrep.com,077 1657 8066,74,8/29/1945,AS 94 55 91 B,O+,Amblyopia
Machelle,female,53 Front St,HEPPLE,,United Kingdom,MachelleBBeebe@jourrapide.com,070 4862 2949,65,9/15/1954,MC 08 40 34 B,O+,Retinopathy of Prematurity
Jennifer,female,62 Crescent Avenue,DRUM,,United Kingdom,JenniferBSmith@armyspy.com,077 4009 9794,58,6/23/1961,ZP 67 48 61 B,O+,Puerperal sepsis
Jimmie,female,1008 Colonial Drive,El Campo,Texas,United States,JimmieSValverde@einrot.com,979-616-1140,83,4/27/1936,460-69-4946,O+,Silicosis
Mary,female,46 Walden Road,GREAT WASHBOURNE,,United Kingdom,MaryJHughes@cuvox.de,079 1818 3382,40,12/10/1979,GT 87 34 11 A,B+,Chikungunya Fever
Richard,male,2383 Valley Drive,Eagleville,Pennsylvania,United States,RichardAFelan@jourrapide.com,267-269-6445,34,8/24/1985,178-30-8443,O+,Hemangioma
Donald,male,590 Flinderation Road,Burr Ridge,Illinois,United States,DonaldMGoff@dayrep.com,708-348-7994,23,10/11/1996,355-02-6821,O+,Distichiasis
Kristina,female,3393 Five Points,Salisbury,Maryland,United States,KristinaWPowell@armyspy.com,443-232-5533,50,5/31/1969,218-12-1244,A+,Preterm birth
Angelina,female,19 Ballifeary Road,BALMERLAWN,,United Kingdom,AngelinaAOutlaw@cuvox.de,070 4195 2877,57,7/10/1962,SE 77 91 98 A,B+,Puerperal sepsis
Jose,male,58 Fulford Road,PENTREFELIN,,United Kingdom,JoseSTremblay@rhyta.com,079 0733 5919,84,9/28/1935,YP 03 37 57 B,O+,Sarcoma
Nickolas,male,73 Whatlington Road,COURTSEND,,United Kingdom,NickolasCMontanez@rhyta.com,079 5257 8556,59,12/5/1960,ET 56 01 34 D,O+,Postpartum haemorrhage
Dana,female,197 Cedar Street,Blytheville,Arkansas,United States,DanaDNorris@dayrep.com,870-815-8475,29,10/11/1990,679-10-3124,B+,Malocclusion
Tim,male,348 Wines Lane,Houston,Texas,United States,TimBHunter@teleworm.us,832-277-9057,46,6/27/1973,466-92-3857,A+,Syphilis
Robert,male,2012 Big Indian,Kenner,Louisiana,United States,RobertJSchroeder@einrot.com,504-583-9954,30,8/31/1989,433-33-6082,O-,Horner Syndrome
Steven,male,2545 Blue Spruce Lane,Baltimore,Maryland,United States,StevenSJohnson@superrito.com,410-332-1086,41,6/27/1978,216-38-3093,O+,Quinsy
Barbara,female,17 Park Row,EDINBURGH,,United Kingdom,BarbaraJTong@superrito.com,079 5698 5784,62,8/29/1957,AP 87 14 11 B,O+,Goitre
Gary,male,1078 Hummingbird Way,Topeka,Kansas,United States,GaryFFalgoust@teleworm.us,785-207-6043,27,7/17/1992,514-54-5168,A+,Coronary Heart Disease
Molly,female,47 Old Chapel Road,GAY STREET,,United Kingdom,MollyRHill@fleckens.hu,079 7131 2653,70,1/25/1950,SZ 71 76 19 C,AB+,Alcohol Abuse
Jessica,female,2573 Oakmound Drive,Lombard,Illinois,United States,JessicaGBosley@superrito.com,773-370-8731,42,1/15/1978,350-09-9687,O+,Coronavirus disease 2019 (COVID-19)
Martina,female,31 Main St,ACHMONY,,United Kingdom,MartinaDJohnson@superrito.com,079 1386 4705,32,4/20/1987,TX 63 31 75 C,A+,Infertility
Ida,female,1591 Williams Mine Road,Newark,New Jersey,United States,IdaMMcIntosh@superrito.com,908-212-9947,71,4/17/1948,136-30-8087,O+,Ligneous Conjunctivitis
Gerard,male,1931 Spring Avenue,Fort Washington,Pennsylvania,United States,GerardJMullinax@superrito.com,267-655-0275,64,4/16/1955,167-36-7390,B+,Chronic obstructive pulmonary disease (COPD)
Issac,male,3020 Reel Avenue,Albuquerque,New Mexico,United States,IssacRDrown@cuvox.de,505-344-8295,25,12/26/1994,585-72-1751,O+,Eclampsia
Ronald,male,1974 Twin House Lane,Joplin,Missouri,United States,RonaldLJones@cuvox.de,417-437-1873,40,9/18/1979,498-02-0328,O-,Poliomyelitis
Stacey,female,2893 Hart Street,Hartford,Connecticut,United States,StaceyALoftus@armyspy.com,860-247-2071,21,7/8/1998,046-04-3933,B+,Malaria
Mary,female,372 College Street,Atlanta,Georgia,United States,MaryEKeever@superrito.com,404-407-7011,69,11/11/1950,257-27-2708,O-,Floppy Eyelid Syndrome
Billy,male,11 Souterhead Road,LOW BALLIVAIN,,United Kingdom,BillyBKelly@superrito.com,079 5905 2595,34,3/9/1985,ZS 39 25 80 A,O+,Neonatal Conjunctivitis
Audrey,female,2 Abbey Row,NYMET ROWLAND,,United Kingdom,AudreyEGiles@teleworm.us,079 4794 5431,70,2/2/1950,OC 72 39 19 A,AB+,Dracunculiasis (guinea-worm disease)
Elmer,male,3621 Tennessee Avenue,Southfield,Michigan,United States,ElmerKMartinez@superrito.com,248-257-4596,49,11/4/1970,385-94-0617,O+,Cavities
James,male,2 Balsham Road,HARMONDSWORTH,,United Kingdom,JamesCIm@armyspy.com,070 4431 1247,82,10/27/1937,AH 09 06 74 D,A+,Congenital anomalies (birth defects)
Robert,male,84 Jubilee Drive,CAUSEWAYHEAD,,United Kingdom,RobertCWiggins@teleworm.us,077 1010 2615,63,11/28/1956,BR 84 02 23 C,O+,Dementia
Gary,male,2706 Hardesty Street,Brainardsville,New York,United States,GaryMRotter@superrito.com,518-425-0981,75,6/4/1944,115-82-0840,B+,Lagophthalmos
Henry,male,22 Victoria Road,LITTLE BRIDGEFORD,,United Kingdom,HenryMThompson@gustr.com,079 4264 6998,77,2/28/1942,LA 31 00 71 C,B+,Congenital anomalies (birth defects)
Danial,male,74 Logan Lane,Denver,Colorado,United States,DanialRWilliams@gustr.com,303-309-8010,23,5/20/1996,653-18-9146,A+,Myopia
Stanley,male,46 Seaford Road,CUPAR,,United Kingdom,StanleyMLucas@cuvox.de,079 5863 0898,75,3/7/1944,PX 10 46 81,O+,Osteoporosis
Lawrence,male,74 Scrimshire Lane,ASTON CLINTON,,United Kingdom,LawrenceJPurcell@rhyta.com,070 6831 1599,73,9/28/1946,GN 23 82 69 C,O+,Brucellosis
Jeremy,male,194 Oak Drive,Albany,New York,United States,JeremyACross@einrot.com,518-653-5491,63,8/20/1956,070-80-9880,B+,Cleft Palate
Gloria,female,948 Hickman Street,Northbrook,Illinois,United States,GloriaRTaylor@einrot.com,630-421-3566,64,3/28/1955,352-34-9858,O-,Cholera
Francisco,male,1303 Locust View Drive,San Francisco,California,United States,FranciscoDGill@armyspy.com,415-995-6548,30,5/6/1989,552-65-7707,A+,Taeniasis/cysticercosis
Linda,female,2514 Private Lane,Albany,Georgia,United States,LindaTArguelles@dayrep.com,229-286-0091,23,6/26/1996,252-48-4981,B+,Mooren's Ulcer
Corrine,female,63 Victoria Road,LITTLE BADMINTON,,United Kingdom,CorrineMWood@fleckens.hu,079 1878 2964,58,12/21/1961,HJ 93 36 42,O+,Burns
Jonathan,male,405 Lamberts Branch Road,Fort Lauderdale,Florida,United States,JonathanCFriend@jourrapide.com,786-897-7868,47,5/2/1972,594-88-5074,A+,Typhoid / Enteric Fever
Andrew,male,89 Merthyr Road,BURNASTON,,United Kingdom,AndrewESchultz@dayrep.com,070 0112 8848,51,10/8/1968,MJ 57 88 67 B,O+,Herpes Simplex
Juan,male,31 St Andrews Lane,CWMISFAEL,,United Kingdom,JuanCCross@cuvox.de,077 4516 6173,73,3/15/1946,PP 99 41 55 C,A+,Nipah virus infection
Sherry,female,4128 Stiles Street,Crafton,Pennsylvania,United States,SherryCCorman@dayrep.com,412-580-6365,34,2/10/1986,161-60-1214,A+,Rubella
Bertha,female,89 Graham Road,CHESTERTON,,United Kingdom,BerthaJShrum@armyspy.com,077 5726 3952,28,8/29/1991,LB 94 96 08 B,O+,Sarcoma
Charolette,female,1788 Gateway Avenue,Lancaster,California,United States,CharoletteCVazquez@dayrep.com,661-948-5430,58,2/25/1961,557-49-9357,O+,Goitre
Joan,female,81 Prospect Hill,DREBLEY,,United Kingdom,JoanJDouglas@einrot.com,079 1530 7834,44,11/4/1975,TJ 46 61 28 C,B+,Intrauterine growth restriction (IUGR)
Arturo,male,1040 Edgewood Avenue,Fresno,California,United States,ArturoARyan@einrot.com,559-226-0703,66,5/12/1953,625-18-1114,A+,Whooping Cough/Pertussis
Chris,male,46 Thompsons Lane,MELBOST,,United Kingdom,ChrisFChapman@superrito.com,077 2864 9738,46,9/6/1973,NH 30 42 81,AB-,Duane Retraction Syndrome
Benjamin,male,4208 Gore Street,Sugar Land,Texas,United States,BenjaminKNelms@rhyta.com,713-601-9556,83,7/20/1936,636-12-5651,B+,Spinal cord Injury
Nicholas,male,23 Wenlock Terrace,PHORP,,United Kingdom,NicholasKFrazier@dayrep.com,070 2531 2469,20,4/28/1999,GR 65 21 46 D,O+,Chikungunya Fever
Oscar,male,32 Wenlock Terrace,PENYWAUN,,United Kingdom,OscarMHunter@armyspy.com,078 2068 8230,59,6/1/1960,NE 27 36 05 D,A+,Asbestos-related diseases
Louis,male,792 Jail Drive,Peoria,Illinois,United States,LouisHDoe@rhyta.com,309-922-3792,51,8/14/1968,344-78-6830,A+,rheumatic heart disease
William,male,2278 Stoneybrook Road,Orlando,Florida,United States,WilliamRAlexander@gustr.com,321-700-7470,55,5/7/1964,771-14-5887,O+,Fracture (Bone fracture)
Kenneth,male,2752 Eagle Lane,Bemidji,Minnesota,United States,KennethCGross@fleckens.hu,218-759-8729,37,6/12/1982,471-40-5007,O+,Arthritis
William,male,96 Guildford Rd,EAST HANNINGFIELD,,United Kingdom,WilliamCLilly@armyspy.com,077 8344 2364,79,11/3/1940,HM 68 97 76 D,A+,Arthritis
Nathaniel,male,97 Hertingfordbury Rd,NEWLAND'S CORNER,,United Kingdom,NathanielKTyree@dayrep.com,078 0509 8146,24,8/26/1995,CZ 26 30 64 D,AB+,Computer Vision Syndrome
David,male,2329 Berkley Street,Allentown,Pennsylvania,United States,DavidKDee@jourrapide.com,484-857-5768,25,12/15/1994,194-30-7455,B+,Preeclampsia
Dawn,female,1755 Tyler Avenue,Ft Lauderdale,Florida,United States,DawnDMurdock@rhyta.com,305-342-3502,30,7/6/1989,589-51-4196,A+,Cholera
Lance,male,1920 Pratt Avenue,Raymond,Washington,United States,LanceCReeves@superrito.com,360-934-6672,82,11/7/1937,532-21-4379,AB+,Filariasis
Louis,male,550 Oakdale Avenue,Wauchula,Florida,United States,LouisKMowbray@jourrapide.com,863-522-4108,22,3/30/1997,595-67-4456,A-,Bronchitis
Paula,female,1693 Karen Lane,Shepherdsville,Kentucky,United States,PaulaJOlson@jourrapide.com,502-921-7501,70,3/9/1949,401-40-8983,O+,Ebola Virus Disease (EVD)
Ida,female,2338 Clement Street,Atlanta,Georgia,United States,IdaGPerez@superrito.com,404-478-9621,45,2/15/1975,668-03-5269,B+,Cough
Synthia,female,4207 Tator Patch Road,Hickory Hills,Illinois,United States,SynthiaPFick@gustr.com,312-859-7300,40,3/23/1979,351-54-8892,A+,Migraine
Leroy,male,394 Shobe Lane,Glenwood Springs,Colorado,United States,LeroyMHolt@superrito.com,970-384-6725,64,4/24/1955,523-81-7819,B+,Hypermetropia
Sonia,female,2825 Round Table Drive,Norwood,Ohio,United States,SoniaMMadsen@teleworm.us,513-758-8199,26,6/20/1993,299-14-2384,B+,Cavernous Haemangioma of Eyelid
Marilyn,female,1086 Single Street,Bedford,Massachusetts,United States,MarilynROng@einrot.com,781-654-4101,52,10/4/1967,025-68-4028,A+,Epicanthus
Kimberly,female,3908 Lodgeville Road,Minneapolis,Minnesota,United States,KimberlyJBrown@jourrapide.com,612-251-7421,81,4/10/1938,471-06-4306,B+,Preeclampsia
Raymond,male,86 Jedburgh Road,LETHENDY,,United Kingdom,RaymondSPeterson@cuvox.de,079 8269 4831,27,11/20/1992,TW 66 26 11 C,O+,Dacryoadenitis
Woodrow,male,461 Barnes Street,Kissimmee,Florida,United States,WoodrowRBreton@armyspy.com,407-343-9159,27,12/30/1992,591-11-1470,B+,Chalcosis
Tracy,female,2553 Harper Street,Paducah,Kentucky,United States,TracyJBrown@gustr.com,270-534-8359,84,1/27/1936,402-55-3629,A-,Gum disease
Debbie,female,3038 Coulter Lane,Fort Washington,Virginia,United States,DebbieMHicks@superrito.com,804-263-3571,52,8/8/1967,692-01-8587,O+,Hypertension (High Blood pressure)
Carol,female,41 Folkestone Road,WINTERBORNE WHITECHURCH,,United Kingdom,CarolMSteen@jourrapide.com,079 3588 7956,77,11/26/1942,PG 84 54 39 B,B+,Mouth Breathing
Angela,female,20 Church Way,BRADLEY,,United Kingdom,AngelaBBaldwin@einrot.com,078 7581 7101,77,9/6/1942,EG 55 77 72 B,B+,Malaria
Thelma,female,475 Harry Place,Charlotte,North Carolina,United States,ThelmaTLam@teleworm.us,704-768-9336,25,7/28/1994,243-95-2642,O+,Pterygium
Kris,male,850 Mapleview Drive,Tampa,Florida,United States,KrisISantiago@rhyta.com,727-953-9534,20,1/19/2000,266-74-5348,O+,Epicanthus
Bruce,male,4174 Fidler Drive,San Antonio,Texas,United States,BruceMRivers@fleckens.hu,210-630-0859,36,8/16/1983,457-15-3085,A+,Scabies
James,male,3368 Ocello Street,La Mesa,California,United States,JamesBWarren@armyspy.com,619-961-5578,70,1/9/1950,621-48-5612,A-,Chikungunya Fever
Hong,female,2582 Fittro Street,Hughes,Arkansas,United States,HongRBlack@gustr.com,870-339-3439,78,10/16/1941,677-07-2497,A+,Gaming disorder
Kimberly,female,2382 Pineview Drive,Spirit Lake,Minnesota,United States,KimberlyWDay@dayrep.com,507-856-4130,77,10/19/1942,476-76-7087,O-,Stroke
Kathaleen,female,15 Park Terrace,GIFFNOCK,,United Kingdom,KathaleenDMitchell@fleckens.hu,078 3748 8148,42,3/9/1977,ZT 32 02 04 C,O+,Insomnia
Walter,male,40 Argyll Street,STABLEFORD,,United Kingdom,WalterMGraff@superrito.com,079 8602 2667,31,5/8/1988,SP 78 17 98 C,O+,Frey's Syndrome
Gladys,female,83 Fraserburgh Rd,LIMPSFIELD,,United Kingdom,GladysBDawson@cuvox.de,070 0630 0058,36,11/29/1983,LS 12 29 36 C,O-,Poliomyelitis
Daniel,male,4703 Beechwood Drive,Pittsburgh,Pennsylvania,United States,DanielALopez@fleckens.hu,412-263-5256,83,7/7/1936,190-01-3311,O+,Siderosis Bulbi
Rhonda,female,4997 Rafe Lane,Memphis,Mississippi,United States,RhondaJRodriguez@armyspy.com,662-749-6221,59,3/1/1960,427-16-9975,O+,Leptospirosis
Isabelle,female,32 Holgate Rd,RACKHEATH,,United Kingdom,IsabelleRBean@jourrapide.com,070 8969 8859,77,7/1/1942,ZW 48 41 43 B,A+,Orbital Fat Prolapse
Christopher,male,27 Huntly Street,BARROW UPON SOAR,,United Kingdom,ChristopherACrawford@einrot.com,079 1941 7456,69,6/21/1950,NB 62 23 05 C,A+,Malocclusion
Doug,male,43 Colorado Way,RHYNIE,,United Kingdom,DougCHuber@cuvox.de,077 8407 3473,56,5/22/1963,TS 49 32 13 A,O+,Ectropion
Maryln,female,1648 Crestview Terrace,Del Rio,Texas,United States,MarylnSBrown@einrot.com,830-775-1040,32,12/7/1987,638-84-6835,B-,Hepatitis
Evelyn,female,4536 School House Road,Jackson,Mississippi,United States,EvelynCCarr@armyspy.com,601-682-8380,75,6/7/1944,587-10-3099,O+,Pneumonia
Eve,female,4836 Nutters Barn Lane,Des Moines,Iowa,United States,EveWPatterson@rhyta.com,515-689-4677,45,7/20/1974,481-02-9095,O+,Crimean Congo haemorrhagic fever (CCHF)
Ivan,male,240 Ripple Street,Saginaw,Michigan,United States,IvanCCapers@teleworm.us,989-714-8302,58,8/1/1961,381-90-0602,O+,Madarosis
Michael,male,4879 Valley Street,Collingswood,New Jersey,United States,MichaelICox@jourrapide.com,856-916-7418,29,10/15/1990,152-10-0333,A+,Mouth Breathing
Zoe,female,556 Davis Avenue,Fairfield,California,United States,ZoeMLatta@rhyta.com,707-784-4517,45,11/18/1974,560-94-0985,O+,Post Polio Syndrome
Christopher,male,19 Rowland Rd,OSPRINGE,,United Kingdom,ChristopherHPina@rhyta.com,077 4123 7899,38,1/6/1982,HR 04 18 13,O+,Terrien's Marginal Degeneration
Paul,male,3647 River Road,Colorado Springs,Colorado,United States,PaulJLooney@superrito.com,719-556-1539,26,8/1/1993,650-34-6316,O+,Obesity
Susan,female,267 Richland Avenue,Sugar Land,Texas,United States,SusanVBachand@superrito.com,281-274-4594,21,10/8/1998,645-60-3819,O+,Silicosis
Gary,male,73 Lincoln Green Lane,CHURCH LANGLEY,,United Kingdom,GaryFMitchell@dayrep.com,077 5994 2742,68,7/18/1951,LT 41 59 76,B+,Bruxism (Teeth Grinding)
David,male,36 Cloch Rd,ST JAMES SOUTH ELMHAM,,United Kingdom,DavidPElmore@superrito.com,078 4103 5667,51,2/23/1968,TR 97 08 39 D,AB+,Hypertensive Retinopathy
Joshua,male,10 North Promenade,DOLYHIR,,United Kingdom,JoshuaAChaires@gustr.com,078 3194 8784,65,9/4/1954,GX 90 02 31 A,O+,Arthritis
John,male,8 Great North Road,ALTNAFEADH,,United Kingdom,JohnRFogarty@fleckens.hu,079 7450 9418,25,2/20/1995,MA 88 62 24 D,B+,Keratoconus
Louise,female,4918 Juniper Drive,Pompeii,Michigan,United States,LouiseMGonzalez@superrito.com,989-838-9594,47,3/20/1972,375-23-7128,A+,Dracunculiasis (guinea-worm disease)
James,male,84 Lairg Road,NEWBOLD ON STOUR,,United Kingdom,JamesTSchultz@superrito.com,077 3702 2463,71,5/31/1948,MP 69 96 26,O+,Blepharochalasis
Jeremy,male,1582 Coal Street,Johnstown,Pennsylvania,United States,JeremyFSales@teleworm.us,814-288-5014,70,4/21/1949,167-56-3334,O+,Cavities
Yolanda,female,2118 Payne Street,Austin,Texas,United States,YolandaCLuna@superrito.com,281-254-9810,37,5/7/1982,634-86-3197,A+,Benign Essential Blepharospasm
Laurie,female,4735 Haul Road,Pacifica,California,United States,LaurieDAnderson@superrito.com,650-993-2870,23,1/31/1997,559-68-6011,O-,Epiblepharon
Gary,male,18 Wenlock Terrace,PETERSFIELD,,United Kingdom,GaryJErwin@dayrep.com,077 8143 5697,19,10/28/2000,MB 32 60 85 A,B+,Seasonal Allergic Conjunctivitis
Mercedes,female,24 Park Row,EFENECHTYD,,United Kingdom,MercedesGHabib@fleckens.hu,078 2346 2121,65,9/19/1954,RL 45 26 26 D,A+,Herpes Simplex
Karen,female,78 Freezeland Lane,CRAIG PENLLYN,,United Kingdom,KarenJJones@gustr.com,070 0718 1707,22,5/14/1997,AS 93 26 24 A,O-,Pericarditis
Jeffrey,male,2569 Shingleton Road,Eau Claire,Michigan,United States,JeffreySYarbrough@jourrapide.com,269-461-3311,40,9/11/1979,376-36-8746,B+,lactose intolerance
Lisa,female,90 Red Lane,ETON,,United Kingdom,LisaSEmanuel@armyspy.com,077 0880 9803,39,12/17/1980,ON 13 89 47 C,O+,Raynaud's Phenomenon
Jan,female,7 Lammas Street,GREAT DURNFORD,,United Kingdom,JanCAnderson@gustr.com,070 1006 5833,26,11/19/1993,AZ 14 68 64 A,O+,Otitis Media
Larry,male,3776 Dogwood Road,Gilbert,Arizona,United States,LarryTNewton@armyspy.com,602-710-1227,76,7/11/1943,600-83-0411,B+,Antepartum hemorrhage (Bleeding in late pregnancy)
Barbara,female,87 Bridge Street,GOLANT,,United Kingdom,BarbaraGOsteen@gustr.com,070 8184 9855,19,9/3/2000,YH 26 94 11 C,B+,Silicosis
Billy,male,4447 Powder House Road,West Palm Beach,Florida,United States,BillyJMcKenna@einrot.com,561-641-1258,47,2/17/1973,771-26-9519,O+,Appendicitis
Mae,female,2112 Lakeland Terrace,Wyandotte,Michigan,United States,MaeAGarcia@jourrapide.com,734-282-0763,66,2/6/1954,383-62-7681,B+,Bronchitis
Richard,male,92 St Omers Road,HOLBEACH ST MARKS,,United Kingdom,RichardJVance@jourrapide.com,079 2763 6206,35,6/25/1984,EL 61 13 82 C,A+,Quinsy
William,male,29 St Maurices Road,PRESTON,,United Kingdom,WilliamMGarza@teleworm.us,077 0906 2723,56,7/13/1963,OL 42 78 80 D,O+,Taeniasis/cysticercosis
Betty,female,1126 McVaney Road,Charlotte,North Carolina,United States,BettyALee@superrito.com,828-260-3111,36,4/20/1983,687-03-9598,O-,Orbital Dermoid
Regina,female,34 Ploughley Rd,TOFTWOOD,,United Kingdom,ReginaBDavis@fleckens.hu,070 6269 8951,48,1/4/1972,NY 27 39 74 C,B-,Welding-arc Maculopathy
Mellissa,female,2103 Chipmunk Lane,Cutler,Maine,United States,MellissaGForbush@superrito.com,207-259-3078,32,4/19/1987,005-48-1293,B+,Eyelid Varix
Heather,female,1542 Ray Court,Clinton,North Carolina,United States,HeatherRSeim@jourrapide.com,910-271-6132,19,6/11/2000,245-69-1619,B+,Breast Cancer / Carcinoma
